Phone,Price,Mobile Link,Brand,Color,Storage,Image URL
"Infinix SMART 8 (Shiny Gold, 128 GB)","₹8,299",https://www.flipkart.com/infinix-smart-8-shiny-gold-128-gb/p/itmb5696a34ad441?pid=MOBGWV5H9XEBFU4H&lid=LSTMOBGWV5H9XEBFU4H3X8LJ2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_95&otracker=browse&fm=organic&iid=36454c01-929d-4b86-9d01-0bf084aa3f0d.MOBGWV5H9XEBFU4H.SEARCH&ppt=None&ppn=None&ssid=841nfwlwao0000001713282945970,Infinix,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/1/o/-original-imagxsc4y8fhqyvg.jpeg?q=70
"Infinix SMART 8 (Rainbow Blue, 64 GB)","₹7,099",https://www.flipkart.com/infinix-smart-8-rainbow-blue-64-gb/p/itmb5696a34ad441?pid=MOBGWV5HGPYMDWUN&lid=LSTMOBGWV5HGPYMDWUNX0Q8RJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_96&otracker=browse&fm=organic&iid=36454c01-929d-4b86-9d01-0bf084aa3f0d.MOBGWV5HGPYMDWUN.SEARCH&ppt=None&ppn=None&ssid=841nfwlwao0000001713282945970,Infinix,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/c/t/-original-imagxsc4ufzm64uz.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_97&otracker=browse&fm=organic&iid=en_sdsBi2ceqWkFS_u3zZuicIec6gknPisiDUfh_ZuydGWVLsjI09SJpWT7AdsWpxWVA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,realme,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_98&otracker=browse&fm=organic&iid=en_sdsBi2ceqWkFS_u3zZuicIec6gknPisiDUfh_ZuydGVE5bmP4r173by__abGh4Sgy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Nothing,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
Nokia 105 Classic without Charger,₹999,https://www.flipkart.com/nokia-105-classic-without-charger/p/itm1f9b32d78f93f?pid=MOBGWZUWPTFTQZAH&lid=LSTMOBGWZUWPTFTQZAHX8MMOT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_99&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGWZUWPTFTQZAH.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Nokia,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/b/h/f/-original-imagch28cnf3u3we.jpeg?q=70
"Infinix SMART 8 HD (Galaxy White, 64 GB)","₹6,499",https://www.flipkart.com/infinix-smart-8-hd-galaxy-white-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPX2VJGYWZP&lid=LSTMOBGVAPX2VJGYWZP0HJ6TW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_100&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGVAPX2VJGYWZP.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Infinix,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/h/3/-original-imagwfffzjftbg27.jpeg?q=70
Nokia 105 Classic without Charger,₹999,https://www.flipkart.com/nokia-105-classic-without-charger/p/itm1f9b32d78f93f?pid=MOBGWZUWQHMSH52H&lid=LSTMOBGWZUWQHMSH52HDUZUOG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_101&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGWZUWQHMSH52H.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Nokia,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/k/b/o/-original-imagch26hyzhgn9v.jpeg?q=70
"Motorola g54 5G (Mint Green, 128 GB)","₹14,999",https://www.flipkart.com/motorola-g54-5g-mint-green-128-gb/p/itmfc12683043bbc?pid=MOBGQFX8Z3ZCDZZ7&lid=LSTMOBGQFX8Z3ZCDZZ7FOOELB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_102&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGQFX8Z3ZCDZZ7.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Motorola,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/n/j/-original-imagt5ugyaxgqugq.jpeg?q=70
"POCO M6 5G (Orion Blue, 256 GB)","₹11,999",https://www.flipkart.com/poco-m6-5g-orion-blue-256-gb/p/itme5e4ce0f49daf?pid=MOBGW9FEH8ZHKNDY&lid=LSTMOBGW9FEH8ZHKNDYVSMGCF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_103&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGW9FEH8ZHKNDY.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,POCO,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/v/b/-original-imagytcpqznwrvse.jpeg?q=70
"Infinix SMART 8 HD (Timber Black, 64 GB)","₹6,499",https://www.flipkart.com/infinix-smart-8-hd-timber-black-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPX8EG26HZW&lid=LSTMOBGVAPX8EG26HZW7NAQCU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_104&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGVAPX8EG26HZW.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Infinix,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/y/g/-original-imagwfffdrfjj2pg.jpeg?q=70
"Infinix SMART 8 HD (Shiny Gold, 64 GB)","₹6,499",https://www.flipkart.com/infinix-smart-8-hd-shiny-gold-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPXG4WHFR9M&lid=LSTMOBGVAPXG4WHFR9MJIYCWG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_105&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGVAPXG4WHFR9M.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Infinix,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/9/6/-original-imagwfffndz6tfhk.jpeg?q=70
"Infinix SMART 8 (Timber Black, 128 GB)","₹8,299",https://www.flipkart.com/infinix-smart-8-timber-black-128-gb/p/itmb5696a34ad441?pid=MOBGWV5HAFHQJ4CB&lid=LSTMOBGWV5HAFHQJ4CBVTMJ6P&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_106&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGWV5HAFHQJ4CB.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Infinix,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/o/2/-original-imagxsc4zkwzpqkc.jpeg?q=70
"Infinix SMART 8 (Rainbow Blue, 128 GB)","₹8,299",https://www.flipkart.com/infinix-smart-8-rainbow-blue-128-gb/p/itmb5696a34ad441?pid=MOBGWV5HTVRN2ERN&lid=LSTMOBGWV5HTVRN2ERNCCDJPJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_107&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGWV5HTVRN2ERN.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Infinix,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/c/t/-original-imagxsc4ufzm64uz.jpeg?q=70
"MOTOROLA G04 (Sunrise Orange, 128 GB)","₹7,999",https://www.flipkart.com/motorola-g04-sunrise-orange-128-gb/p/itm4ea5277f581ad?pid=MOBGUFK4HYNKBQWY&lid=LSTMOBGUFK4HYNKBQWYYD0CJZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_108&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGUFK4HYNKBQWY.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,MOTOROLA,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/i/r/g04-pb130013in-motorola-original-imagy3tf5rfhuyhy.jpeg?q=70
"realme 12x 5G (Woodland Green, 128 GB)","₹11,999",https://www.flipkart.com/realme-12x-5g-woodland-green-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6BAHX7GWPD&lid=LSTMOBGYQ6BAHX7GWPDAOYHGR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_109&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGYQ6BAHX7GWPD.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,realme,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/e/h/12x-5g-rmx3998-realme-original-imagzjx75vd6uygj.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm1357d201bcb0a?pid=MOBGYBAVT967G37V&lid=LSTMOBGYBAVT967G37VWBN6IA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_110&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGYBAVT967G37V.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,SAMSUNG,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/e/f/-original-imagymhw8g7tdyhk.jpeg?q=70
"POCO C65 (Pastel Green, 128 GB)","₹7,999",https://www.flipkart.com/poco-c65-pastel-green-128-gb/p/itm50cb31371238b?pid=MOBGXTV9GZHKA5KW&lid=LSTMOBGXTV9GZHKA5KWMKX3GG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_111&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGXTV9GZHKA5KW.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,POCO,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/1/p/-original-imagy2v5kfnq97xn.jpeg?q=70
"Infinix SMART 8 (Timber Black, 64 GB)","₹7,099",https://www.flipkart.com/infinix-smart-8-timber-black-64-gb/p/itmb5696a34ad441?pid=MOBGWV5H2JGQTN22&lid=LSTMOBGWV5H2JGQTN22UOUMXB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_112&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGWV5H2JGQTN22.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,Infinix,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/o/2/-original-imagxsc4zkwzpqkc.jpeg?q=70
LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,₹930,https://www.flipkart.com/lava-a1-josh-bol-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm435dfc68caaa0?pid=MOBGPWJ4RUNKMTQJ&lid=LSTMOBGPWJ4RUNKMTQJ6E44WD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_113&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGPWJ4RUNKMTQJ.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,LAVA,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/v/v/a1-josh-with-bol-lf1008-lava-original-imagpwj4zddugzzw.jpeg?q=70
"realme C53 (Champion Gold, 128 GB)","₹8,999",https://www.flipkart.com/realme-c53-champion-gold-128-gb/p/itm5df90168ecd05?pid=MOBGQY93QMZFZJVN&lid=LSTMOBGQY93QMZFZJVNMUBTHX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_114&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGQY93QMZFZJVN.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,realme,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/h/d/-original-imags487gaqqhcea.jpeg?q=70
"realme Narzo 60X 5G (Stellar Green, 128 GB)","₹12,278",https://www.flipkart.com/realme-narzo-60x-5g-stellar-green-128-gb/p/itm906a3c913a97f?pid=MOBGTJCKHSEFZC4G&lid=LSTMOBGTJCKHSEFZC4GAUJZ7K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_115&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGTJCKHSEFZC4G.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,realme,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/9/u/narzo-60x-5g-rmx3782-realme-original-imagtkajyaspvemr.jpeg?q=70
"realme Narzo 60X 5G (Nebula Purple, 128 GB)","₹11,990",https://www.flipkart.com/realme-narzo-60x-5g-nebula-purple-128-gb/p/itm906a3c913a97f?pid=MOBGTJCWASWGY2BN&lid=LSTMOBGTJCWASWGY2BNO08CJS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_116&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGTJCWASWGY2BN.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,realme,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/3/m/narzo-60x-5g-rmx3782-realme-original-imagtkaekz4ghdr8.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itm3e7d6c7112d45?pid=MOBGYBAVW8HTJH4X&lid=LSTMOBGYBAVW8HTJH4X9VTKYN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_117&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGYBAVW8HTJH4X.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,SAMSUNG,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/v/4/galaxy-f15-5g-sm-e156b-samsung-original-imagyhkbkdy56zej.jpeg?q=70
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹12,380",https://www.flipkart.com/samsung-galaxy-m14-5g-smoky-teal-128-gb/p/itmb2e6db6c62f07?pid=MOBGZVNKZXGBHS2Q&lid=LSTMOBGZVNKZXGBHS2QYKE0TB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_118&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGZVNKZXGBHS2Q.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,SAMSUNG,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/z/5/galaxy-m14-5g-sm-m146b-samsung-original-imagzvnkwn2c72fu.jpeg?q=70
"POCO M6 5G - Locked with Airtel Prepaid (Polaris Green, 128 GB)","₹8,599",https://www.flipkart.com/poco-m6-5g-locked-airtel-prepaid-polaris-green-128-gb/p/itm7315a18fd2062?pid=MOBGYHSDVYXGWQHB&lid=LSTMOBGYHSDVYXGWQHBIS9BHR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_119&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGYHSDVYXGWQHB.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,POCO,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/t/z/-original-imagys8jdrs47dhc.jpeg?q=70
"POCO M6 5G - Locked with Airtel Prepaid (Orion Blue, 128 GB)","₹8,599",https://www.flipkart.com/poco-m6-5g-locked-airtel-prepaid-orion-blue-128-gb/p/itmb21d22a9a4a16?pid=MOBGYHSDBXEZDV3Z&lid=LSTMOBGYHSDBXEZDV3ZNUHUZ2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_120&otracker=browse&fm=organic&iid=58b4cc5e-373d-47fb-9f31-313356a6af10.MOBGYHSDBXEZDV3Z.SEARCH&ppt=None&ppn=None&ssid=krbdlc740w0000001713282947127,POCO,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/i/7/-original-imagys8jfmstgyug.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_121&otracker=browse&fm=organic&iid=en_En8IP9bhn0Ll642MjGywavIJWUpa2GUe6QiCXy8-8HFqc4gWPuKm047ruh9YmfUwA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,realme,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_122&otracker=browse&fm=organic&iid=en_En8IP9bhn0Ll642MjGywavIJWUpa2GUe6QiCXy8-8HE_aaTYfJU85Ntk4C1BQ8K7y-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Nothing,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,199",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG6MXANY2Q&lid=LSTMOBGQFVG6MXANY2QAZSY9G&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_123&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGQFVG6MXANY2Q.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Nokia,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/a/r/-original-imagqxttasggfzz9.jpeg?q=70
"POCO C65 (Pastel Blue, 256 GB)","₹8,999",https://www.flipkart.com/poco-c65-pastel-blue-256-gb/p/itm25756864abc77?pid=MOBGVVTX2QNXDJ2W&lid=LSTMOBGVVTX2QNXDJ2WLNZIWO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_124&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGVVTX2QNXDJ2W.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,POCO,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/u/8/c65-mzb0g8nin-poco-original-imagw6j2kp5t5jek.jpeg?q=70
"Infinix HOT 40i (Starfall Green, 256 GB)","₹9,299",https://www.flipkart.com/infinix-hot-40i-starfall-green-256-gb/p/itma7412e2a212c6?pid=MOBGXZGH2XZTHTZS&lid=LSTMOBGXZGH2XZTHTZSDCVLP2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_125&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGXZGH2XZTHTZS.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Infinix,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/4/w/-original-imagxtneg6xnjqav.jpeg?q=70
"Motorola Edge 40 Neo (Peach Fuzz, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-peach-fuzz-128-gb/p/itm6fb5c2c795a3d?pid=MOBGW6JJ4ZJHVGXE&lid=LSTMOBGW6JJ4ZJHVGXE5ZQ3A2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_126&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGW6JJ4ZJHVGXE.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Motorola,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/c/r/-original-imagx24ftn9fyuam.jpeg?q=70
"realme Narzo 60X 5G (Nebula Purple, 128 GB)","₹14,988",https://www.flipkart.com/realme-narzo-60x-5g-nebula-purple-128-gb/p/itm906a3c913a97f?pid=MOBGTNS6C5MAJPMZ&lid=LSTMOBGTNS6C5MAJPMZWIQUDN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_127&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGTNS6C5MAJPMZ.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,realme,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/3/m/narzo-60x-5g-rmx3782-realme-original-imagtkaekz4ghdr8.jpeg?q=70
"REDMI 12 5G (Moonstone Silver, 128 GB)","₹12,999",https://www.flipkart.com/redmi-12-5g-moonstone-silver-128-gb/p/itm6485286f96fb0?pid=MOBGS7JGZBZKPGGB&lid=LSTMOBGS7JGZBZKPGGBG2917R&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_128&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGS7JGZBZKPGGB.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,REDMI,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/v/h/-original-imagxaqtzmqgtfen.jpeg?q=70
"Motorola e13 (Cosmic Black, 128 GB)","₹7,499",https://www.flipkart.com/motorola-e13-cosmic-black-128-gb/p/itm04a41c3c76631?pid=MOBGQFX6SFZXR7PK&lid=LSTMOBGQFX6SFZXR7PK0Y2ZR0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_129&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGQFX6SFZXR7PK.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Motorola,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/g/w/-original-imagsf4rhmu5kwwp.jpeg?q=70
"Motorola G32 (Satin Maroon, 128 GB)","₹9,999",https://www.flipkart.com/motorola-g32-satin-maroon-128-gb/p/itm2f5bcea942b7a?pid=MOBGPYKTXZ55PY23&lid=LSTMOBGPYKTXZ55PY23RIIQJI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_130&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGPYKTXZ55PY23.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Motorola,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/2/t/-original-imagqnsw89kctjxd.jpeg?q=70
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,883",https://www.flipkart.com/nokia-130-music-dual-sim-player-wireless-fm-radio-dedicated-buttons/p/itm2d76fa931c507?pid=MOBGSFECGGXAPF5B&lid=LSTMOBGSFECGGXAPF5BNBDUNZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_131&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGSFECGGXAPF5B.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Nokia,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/m/t/-original-imagugpccgvbqxhr.jpeg?q=70
"Infinix Smart 8 Plus (Shiny Gold, 128 GB)","₹7,799",https://www.flipkart.com/infinix-smart-8-plus-shiny-gold-128-gb/p/itmb71da75c376e1?pid=MOBGYA22EXQHSZFN&lid=LSTMOBGYA22EXQHSZFNAVNQDZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_132&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGYA22EXQHSZFN.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Infinix,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/5/0/-original-imagykbkmcc4fgkh.jpeg?q=70
"REDMI 13c 5G (Starlight Black, 256 GB)","₹13,599",https://www.flipkart.com/redmi-13c-5g-starlight-black-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7EDZMAKPF&lid=LSTMOBGW6S7EDZMAKPFCZWXW2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_133&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGW6S7EDZMAKPF.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,REDMI,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/v/t/13c-5g-redmi-13c-5g-redmi-original-imagw6s7zfhb4syx.jpeg?q=70
"Infinix Smart 8 Plus (Galaxy White, 128 GB)","₹7,799",https://www.flipkart.com/infinix-smart-8-plus-galaxy-white-128-gb/p/itmb71da75c376e1?pid=MOBGYA22FYTZKRW4&lid=LSTMOBGYA22FYTZKRW4UKLRNR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_134&otracker=browse&fm=organic&iid=66802ad7-3109-4e17-8363-9bb55375984e.MOBGYA22FYTZKRW4.SEARCH&ppt=None&ppn=None&ssid=aosjoucnyo0000001713282948524,Infinix,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/d/g/smart-8-plus-x6526-infinix-original-imagyjm9mbwfhsyq.jpeg?q=70
