Phone,Price,Mobile Link,Brand,Color,Storage,Image URL
"realme Narzo 60 5G (Mars Orange, 128 GB)","₹15,368",https://www.flipkart.com/realme-narzo-60-5g-mars-orange-128-gb/p/itmb9662c161eea6?pid=MOBGRHSY2NXUH3XR&lid=LSTMOBGRHSY2NXUH3XR5R2Y48&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_214&otracker=browse&fm=organic&iid=e6feb21e-da68-4374-a683-1c9cbfbdf65e.MOBGRHSY2NXUH3XR.SEARCH&ppt=None&ppn=None&ssid=d3e61g9zm80000001713048460298,realme,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/f/a/narzo-60-5g-rmx3750-realme-original-imagrhsyynghwkjg.jpeg?q=70
"realme Narzo N55 (Prime Black, 128 GB)","₹9,484",https://www.flipkart.com/realme-narzo-n55-prime-black-128-gb/p/itm599c1b2a46e04?pid=MOBGZZUPPPPUW2MG&lid=LSTMOBGZZUPPPPUW2MGLMSKE3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_215&otracker=browse&fm=organic&iid=e6feb21e-da68-4374-a683-1c9cbfbdf65e.MOBGZZUPPPPUW2MG.SEARCH&ppt=None&ppn=None&ssid=d3e61g9zm80000001713048460298,realme,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/o/w/narzo-n55-rmx3710-realme-original-imagzuft22eh48at.jpeg?q=70
"REDMI 13c 5G (Startrail Silver, 256 GB)","₹13,662",https://www.flipkart.com/redmi-13c-5g-startrail-silver-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7BRXYEVVN&lid=LSTMOBGW6S7BRXYEVVNBH4MOG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_216&otracker=browse&fm=organic&iid=e6feb21e-da68-4374-a683-1c9cbfbdf65e.MOBGW6S7BRXYEVVN.SEARCH&ppt=None&ppn=None&ssid=d3e61g9zm80000001713048460298,REDMI,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/u/e/13c-5g-redmi-13c-5g-redmi-original-imagw6s7qmkhz8ed.jpeg?q=70
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_217&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFquFBA40RUyPKnEXcdMVkfq4qifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,REDMI,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/k/z/-original-imagxg47dwvzqew3.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_218&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFqunzE_exLNlVm397MreZ7nTWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,SAMSUNG,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/8/n/-original-imagymhwtgmdr3v2.jpeg?q=70
"realme C55 (Sunshower, 128 GB)","₹13,999",https://www.flipkart.com/realme-c55-sunshower-128-gb/p/itm054283d14c56e?pid=MOBGNBYJUA2G5HK4&lid=LSTMOBGNBYJUA2G5HK40FPVVJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_219&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGNBYJUA2G5HK4.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,realme,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/x/x/-original-imagp55frhhddu6n.jpeg?q=70
"Infinix HOT 30 5G (Miami Orange, 128 GB)","₹12,999",https://www.flipkart.com/infinix-hot-30-5g-miami-orange-128-gb/p/itm6d838a176d8c4?pid=MOBGR4GQYSBPZXVF&lid=LSTMOBGR4GQYSBPZXVFHGVWBG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_220&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGR4GQYSBPZXVF.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,Infinix,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/k/d/-original-imagrgpkyyrjzdxz.jpeg?q=70
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_221&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFqsrj7LJqtTZw33HBXbI6m9MykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,Xiaomi,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/i/o/14-ultra-mzb0gvnin-xiaomi-original-imagzt8cw9q2zgae.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_222&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFqut1_EwofXwbYXOL-4IsOBmhLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,SAMSUNG,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/v/4/galaxy-f15-5g-sm-e156b-samsung-original-imagyhkbkdy56zej.jpeg?q=70
"REDMI 13c 5G (Startrail Silver, 128 GB)","₹11,720",https://www.flipkart.com/redmi-13c-5g-startrail-silver-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7H6ZGKDWJ&lid=LSTMOBGW6S7H6ZGKDWJ8VRSMD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_223&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGW6S7H6ZGKDWJ.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,REDMI,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/u/e/13c-5g-redmi-13c-5g-redmi-original-imagw6s7qmkhz8ed.jpeg?q=70
"realme 12 Pro 5G (Submarine Blue, 128 GB)","₹24,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S2HYMNRZM&lid=LSTMOBGWH8S2HYMNRZMZK1NMA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_224&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGWH8S2HYMNRZM.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,realme,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/x/c/-original-imagx6rdpmhuq5ba.jpeg?q=70
"realme C55 (Rainy Night, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-rainy-night-64-gb/p/itm054283d14c56e?pid=MOBGNBYJXR9BTBFT&lid=LSTMOBGNBYJXR9BTBFTO9NHKK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_225&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGNBYJXR9BTBFT.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,realme,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/l/m/-original-imagp55fu6uq2jch.jpeg?q=70
"realme C55 (Sunshower, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJDJ5YBVGQ&lid=LSTMOBGNBYJDJ5YBVGQ8JESXS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_226&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGNBYJDJ5YBVGQ.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,realme,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/s/o/c55-rmx-3710-realme-original-imagq44u25g9g7xu.jpeg?q=70
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_227&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFqvbwhe3OIzosJCQiBI3o0Og1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,REDMI,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/m/g/-original-imagxaqtqng2hpxn.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_228&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFqs-zfVFIy99USCepJ0u1-32eY9EBPqFKwGYv3ptPCd7vvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,SAMSUNG,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/e/f/-original-imagymhw8g7tdyhk.jpeg?q=70
"realme C55 (Rainforest, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-rainforest-64-gb/p/itm054283d14c56e?pid=MOBGNBYJ3GSGXWYQ&lid=LSTMOBGNBYJ3GSGXWYQAWLW8U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_229&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGNBYJ3GSGXWYQ.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,realme,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/d/b/-original-imagp9s9wfzp8ghf.jpeg?q=70
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,329",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm4a32eadacb09b?pid=MOBGC96FVTHVNXNH&lid=LSTMOBGC96FVTHVNXNHFXBBFB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_230&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGC96FVTHVNXNH.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,Nokia,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/k/b/o/-original-imagch26hyzhgn9v.jpeg?q=70
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹19,499",https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZUAXCNF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_231&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFqvPRsFTWuvanw5u_ufKmRanTh1-ygBEOOJ9kZbGsHpP2vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,SAMSUNG,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/b/x/galaxy-a15-5g-sm-a156ezknins-samsung-original-imagwkgyvgfsza34.jpeg?q=70
"SAMSUNG Galaxy F54 5G (Stardust Silver, 256 GB)","₹22,999",https://www.flipkart.com/samsung-galaxy-f54-5g-stardust-silver-256-gb/p/itme2f1ad33150df?pid=MOBGPN55PEBUKZX2&lid=LSTMOBGPN55PEBUKZX25RULZW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_232&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFqtBwcbcfRtoMxgN6KaHVmj6BmfyXQAyiMdnv57zdQpa0vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,SAMSUNG,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/t/h/galaxy-f54-5g-sm-e546bzshins-samsung-original-imagq79f82pfyzvh.jpeg?q=70
"REDMI 13c 5G (Starlight Black, 128 GB)","₹11,586",https://www.flipkart.com/redmi-13c-5g-starlight-black-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7KKHF3GMJ&lid=LSTMOBGW6S7KKHF3GMJMKH3RH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_233&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGW6S7KKHF3GMJ.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,REDMI,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/v/t/13c-5g-redmi-13c-5g-redmi-original-imagw6s7zfhb4syx.jpeg?q=70
"REDMI 13c 5G (Startrail Green, 128 GB)","₹11,780",https://www.flipkart.com/redmi-13c-5g-startrail-green-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7BFMR5HEX&lid=LSTMOBGW6S7BFMR5HEXXXSEQA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_234&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGW6S7BFMR5HEX.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,REDMI,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/x/c/13c-5g-redmi-13c-5g-redmi-original-imagw6s7x86zhqj6.jpeg?q=70
Jio B1,"₹1,480",https://www.flipkart.com/jio-b1/p/itm739ff475d0764?pid=MOBGWXSUHMAETSAY&lid=LSTMOBGWXSUHMAETSAYZSLGYE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_235&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGWXSUHMAETSAY.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,Jio,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/v/7/b1-keypad-phone-upi-locked-green-jbb021b1-green-jio-original-imagwwt7fveej7fm.jpeg?q=70
"Infinix HOT 30 5G (Miami Orange, 128 GB)","₹11,999",https://www.flipkart.com/infinix-hot-30-5g-miami-orange-128-gb/p/itm6d838a176d8c4?pid=MOBGR4GQEN8QVZH8&lid=LSTMOBGR4GQEN8QVZH8PNIICZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_236&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGR4GQEN8QVZH8.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,Infinix,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/k/d/-original-imagrgpkyyrjzdxz.jpeg?q=70
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹10,490",https://www.flipkart.com/samsung-galaxy-f14-5g-omg-black-128-gb/p/itmae94033406fb2?pid=MOBGNBFNE6KGXCCR&lid=LSTMOBGNBFNE6KGXCCRXLTXS7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_237&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFqsDKNcmyHaGI3FKtRwvOWGkOZgKUa-IyZAPz9dToTfrjPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,SAMSUNG,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/8/k/-original-imagtyxcgmgvtm7y.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm3886145398f59?pid=MOBGYBAVBQ86QKJT&lid=LSTMOBGYBAVBQ86QKJTGZ1L1V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_238&otracker=browse&fm=organic&iid=en_6_v47uYUP5-AXwm4WTQLAnO2Xr3sLkjju5X3lmvhFquxlYA4U2XbEOoHRyjUtWjyQbrgU7v-squRrdgOMJBGB6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,SAMSUNG,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/8/n/-original-imagymhwtgmdr3v2.jpeg?q=70
"REDMI 12 (Moonstone Silver, 128 GB)","₹9,499",https://www.flipkart.com/redmi-12-moonstone-silver-128-gb/p/itme52e778c12701?pid=MOBGRMFK2MGRNG4Q&lid=LSTMOBGRMFK2MGRNG4QLTOTUC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_239&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBGRMFK2MGRNG4Q.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,REDMI,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/j/n/-original-imags37gyajqxkgp.jpeg?q=70
Kechaoda A27,₹970,https://www.flipkart.com/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFE4D2MFCWZDUM&lid=LSTMOBFE4D2MFCWZDUM48L2V0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_240&otracker=browse&fm=organic&iid=c0769597-0d31-45e0-9795-e49646e6ab81.MOBFE4D2MFCWZDUM.SEARCH&ppt=None&ppn=None&ssid=phmyfmpam80000001713048461391,Kechaoda,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/jyq5oy80/mobile/d/7/y/kechaoda-a27-a27-original-imafhyqjdsb3afzg.jpeg?q=70
"REDMI 13C (Starfrost White, 128 GB)","₹7,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm8e332b8346bef?pid=MOBGWUHSZKWBZQWJ&lid=LSTMOBGWUHSZKWBZQWJALOQ27&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_241&otracker=browse&fm=organic&iid=en_U6nCZzXoU41b0FWbGCHUPb-fpSS9tp6D5Tp6UihRmYqdn8OouMka4UDElwgUmglzqifQqQQlkcdxo6ohwL7KffUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,REDMI,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/k/z/-original-imagxg47dwvzqew3.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm81af925bc1e26?pid=MOBGYBAVFGJGMQGY&lid=LSTMOBGYBAVFGJGMQGYZF1Q0M&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_242&otracker=browse&fm=organic&iid=en_U6nCZzXoU41b0FWbGCHUPb-fpSS9tp6D5Tp6UihRmYp-RseWupidQ7OGe7xHNBXIWVbtftfNp22HGgSThhIisfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,SAMSUNG,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/8/n/-original-imagymhwtgmdr3v2.jpeg?q=70
"REDMI 13c 5G (Startrail Silver, 128 GB)","₹10,466",https://www.flipkart.com/redmi-13c-5g-startrail-silver-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S73JBHWZQS&lid=LSTMOBGW6S73JBHWZQSWKARCI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_243&otracker=browse&fm=organic&iid=f33cc600-e977-42c8-855d-37297b3e941b.MOBGW6S73JBHWZQS.SEARCH&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,REDMI,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/u/e/13c-5g-redmi-13c-5g-redmi-original-imagw6s7qmkhz8ed.jpeg?q=70
"OnePlus Nord 3 5G (Tempest Gray, 256 GB)","₹35,700",https://www.flipkart.com/oneplus-nord-3-5g-tempest-gray-256-gb/p/itm5fc87afce35dc?pid=MOBGRK35QGGTMTZ3&lid=LSTMOBGRK35QGGTMTZ3Z6ASYK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_244&otracker=browse&fm=organic&iid=f33cc600-e977-42c8-855d-37297b3e941b.MOBGRK35QGGTMTZ3.SEARCH&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,OnePlus,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/y/i/nord-3-5g-cph2491-oneplus-original-imagrk2vbpbegxmy.jpeg?q=70
"REDMI 12 5G (Moonstone Silver, 128 GB)","₹12,394",https://www.flipkart.com/redmi-12-5g-moonstone-silver-128-gb/p/itm0c8ba13f6fc5b?pid=MOBGZF9P9TWKG2HT&lid=LSTMOBGZF9P9TWKG2HTTOEMZX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_245&otracker=browse&fm=organic&iid=f33cc600-e977-42c8-855d-37297b3e941b.MOBGZF9P9TWKG2HT.SEARCH&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,REDMI,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/v/h/-original-imagxaqtzmqgtfen.jpeg?q=70
Micromax X513+,₹999,https://www.flipkart.com/micromax-x513/p/itmbe37b321587ec?pid=MOBGRESEQFWQYBBH&lid=LSTMOBGRESEQFWQYBBHOPCEER&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_246&otracker=browse&fm=organic&iid=f33cc600-e977-42c8-855d-37297b3e941b.MOBGRESEQFWQYBBH.SEARCH&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,Micromax,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/d/y/x513-x513-micromax-original-imagxhu5qkbgbawm.jpeg?q=70
"Xiaomi 14 Ultra (White, 512 GB)","₹99,999",https://www.flipkart.com/xiaomi-14-ultra-white-512-gb/p/itmedf0f28337915?pid=MOBGZZBHFXB2E5KK&lid=LSTMOBGZZBHFXB2E5KKNU2ABM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_247&otracker=browse&fm=organic&iid=en_U6nCZzXoU41b0FWbGCHUPb-fpSS9tp6D5Tp6UihRmYo82JUNG0oWMWulAZR7Zqc9ykqNflJ_-BX_74fE3mxi_vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,Xiaomi,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/i/o/14-ultra-mzb0gvnin-xiaomi-original-imagzt8cw9q2zgae.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_248&otracker=browse&fm=organic&iid=en_U6nCZzXoU41b0FWbGCHUPb-fpSS9tp6D5Tp6UihRmYoyIHnoIdsGVWprjQJxCVtbhLk4k3JsJpBZV2g0tyoN3fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,SAMSUNG,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/v/4/galaxy-f15-5g-sm-e156b-samsung-original-imagyhkbkdy56zej.jpeg?q=70
"REDMI 13c 5G (Startrail Green, 128 GB)","₹10,600",https://www.flipkart.com/redmi-13c-5g-startrail-green-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7FHYCJQPB&lid=LSTMOBGW6S7FHYCJQPBLUUEHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_249&otracker=browse&fm=organic&iid=f33cc600-e977-42c8-855d-37297b3e941b.MOBGW6S7FHYCJQPB.SEARCH&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,REDMI,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/x/c/13c-5g-redmi-13c-5g-redmi-original-imagw6s7x86zhqj6.jpeg?q=70
Micromax J2,₹865,https://www.flipkart.com/micromax-j2/p/itm2fed24aa6877e?pid=MOBGG9HRSGYNCHPF&lid=LSTMOBGG9HRSGYNCHPFQABZ6K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_250&otracker=browse&fm=organic&iid=f33cc600-e977-42c8-855d-37297b3e941b.MOBGG9HRSGYNCHPF.SEARCH&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,Micromax,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/q/v/j2-j2-micromax-original-imagg9hrv4annmzc.jpeg?q=70
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itmb7b9567637d5c?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWPHNEP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_251&otracker=browse&fm=organic&iid=en_U6nCZzXoU41b0FWbGCHUPb-fpSS9tp6D5Tp6UihRmYpCnvfbvQwmCv5FpYmHFN6a1TTM_JEZgyfPKkEL7ypz8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2o6yi0gbuo0000001713048463018,REDMI,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/m/g/-original-imagxaqtqng2hpxn.jpeg?q=70
